source,target,relationship,edge_type,metadata
17f695e24bel0i1omb3kpapbx2zhn,wiki_strength,mentions,mention,{}
17f69814033l0i1omfg9fbsxwonld,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69814033l0i1omfg9fbsxwonld,17f69b45618l0i1uuc1z6qlw7hnnq,mentions,mention,{}
17f69814033l0i1omfg9fbsxwonld,17f6982c810l0hyntn0pvua05sv3w,mentions,mention,{}
17f69814033l0i1omfg9fbsxwonld,wiki_dexterity,mentions,mention,{}
17f69814033l0i1omfg9fbsxwonld,wiki_strength,mentions,mention,{}
17f69ba4b74l0i1omi90yu0wdq7oxu,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69ba4b74l0i1omi90yu0wdq7oxu,17f69a8e6e3l0i2mbkue80sw8q9e9m,mentions,mention,{}
17f69ba4b74l0i1omi90yu0wdq7oxu,wiki_stats,mentions,mention,{}
17f69ba4b74l0i1omi90yu0wdq7oxu,wiki_dexterity,mentions,mention,{}
17f69ba4b74l0i1omi90yu0wdq7oxu,wiki_strength,mentions,mention,{}
17f69695544l0i1omj4kim8sh6j5xh,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69695544l0i1omj4kim8sh6j5xh,wiki_magic_damage,mentions,mention,{}
17f69695544l0i1omj4kim8sh6j5xh,wiki_meteorite,mentions,mention,{}
17f69695544l0i1omj4kim8sh6j5xh,wiki_intelligence,mentions,mention,{}
17f69695544l0i1omj4kim8sh6j5xh,wiki_strength,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_weapons,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_curved_greatswords,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_dexterity,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_greatswords,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_intelligence,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_paired_weapons,mentions,mention,{}
17f69d917e2l0i1omllp8sfqfor6g,wiki_strength,mentions,mention,{}
17f694bf77bl0i1on5kwkodf1d6fkp,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f694bf77bl0i1on5kwkodf1d6fkp,wiki_builds,mentions,mention,{}
17f694bf77bl0i1on5kwkodf1d6fkp,wiki_dexterity,mentions,mention,{}
17f694bf77bl0i1on5kwkodf1d6fkp,wiki_strength,mentions,mention,{}
17f69573764l0i1ondtdlwail0224s,wiki_builds,mentions,mention,{}
17f69573764l0i1ondtdlwail0224s,wiki_erdtree_burial_watchdog,mentions,mention,{}
17f69573764l0i1ondtdlwail0224s,wiki_magic_damage,mentions,mention,{}
17f69573764l0i1ondtdlwail0224s,wiki_strength,mentions,mention,{}
17f69b35d86l0i1ongc5nz2ucwimp3,wiki_holy_damage,mentions,mention,{}
17f69b35d86l0i1ongc5nz2ucwimp3,wiki_strength,mentions,mention,{}
17f697c039cl0i1onh4jupgan4exzn,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
17f697c039cl0i1onh4jupgan4exzn,wiki_holy_damage,mentions,mention,{}
17f697c039cl0i1onh4jupgan4exzn,wiki_dexterity,mentions,mention,{}
17f697c039cl0i1onh4jupgan4exzn,wiki_strength,mentions,mention,{}
17f69a7dcc1l0i1oniofe8yzb14ixf,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
17f69a7dcc1l0i1oniofe8yzb14ixf,wiki_stats,mentions,mention,{}
17f69a7dcc1l0i1oniofe8yzb14ixf,wiki_dexterity,mentions,mention,{}
17f69a7dcc1l0i1oniofe8yzb14ixf,wiki_strength,mentions,mention,{}
17f69a33564l0i1ons3nh18t7o8nt,17f69932567l0i1p1g57mgpbxaj4hw,mentions,mention,{}
17f69a33564l0i1ons3nh18t7o8nt,wiki_stats,mentions,mention,{}
17f69a33564l0i1ons3nh18t7o8nt,wiki_dexterity,mentions,mention,{}
17f69a33564l0i1ons3nh18t7o8nt,wiki_strength,mentions,mention,{}
17f698fbfe3l0i1onysor0mpgg5yes,wiki_dexterity,mentions,mention,{}
17f698fbfe3l0i1onysor0mpgg5yes,wiki_strength,mentions,mention,{}
17f69469b4bl0i1oo41w96vla79ii,17f6992d42bl0i1v2mmti9t0qkl5yj,mentions,mention,{}
17f69469b4bl0i1oo41w96vla79ii,wiki_creatures_and_enemies,mentions,mention,{}
17f69469b4bl0i1oo41w96vla79ii,wiki_lightning_damage,mentions,mention,{}
17f69469b4bl0i1oo41w96vla79ii,wiki_dexterity,mentions,mention,{}
17f69469b4bl0i1oo41w96vla79ii,wiki_strength,mentions,mention,{}
17f6955e72fl0i1oo4m9kmv2xl4xyk,17f69aae933l0i1urbz9zyz3jjvhjf,mentions,mention,{}
17f6955e72fl0i1oo4m9kmv2xl4xyk,wiki_dexterity,mentions,mention,{}
17f6955e72fl0i1oo4m9kmv2xl4xyk,wiki_intelligence,mentions,mention,{}
17f6955e72fl0i1oo4m9kmv2xl4xyk,wiki_strength,mentions,mention,{}
17f69dc1749l0i1ooc0npawnyrf3d,wiki_dexterity,mentions,mention,{}
17f69dc1749l0i1ooc0npawnyrf3d,wiki_strength,mentions,mention,{}
17f696bf334l0i1oog74vy08h3bq4g,wiki_dexterity,mentions,mention,{}
17f696bf334l0i1oog74vy08h3bq4g,wiki_strength,mentions,mention,{}
17f698d50ael0i1ooor7m3e3wm1ksn,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
17f698d50ael0i1ooor7m3e3wm1ksn,wiki_weapons,mentions,mention,{}
17f698d50ael0i1ooor7m3e3wm1ksn,wiki_strength,mentions,mention,{}
17f69bd8124l0i1oouetnbxq1rzht,17f696b2b4al0i1p8ly2eaf2vbepd6,mentions,mention,{}
17f69bd8124l0i1oouetnbxq1rzht,17f69cbe6cbl0i1uvgek1x2hoimz99,mentions,mention,{}
17f69bd8124l0i1oouetnbxq1rzht,wiki_golem,mentions,mention,{}
17f69bd8124l0i1oouetnbxq1rzht,wiki_dexterity,mentions,mention,{}
17f69bd8124l0i1oouetnbxq1rzht,wiki_strength,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,wiki_fire_damage,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,wiki_stonedigger_troll,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,wiki_dexterity,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,wiki_strength,mentions,mention,{}
17f699e1bc7l0i1oov82brr35n1ie4,wiki_tools,mentions,mention,{}
17f695f2cdal0i1oozpti2yx0wz51,wiki_scarlet_rot,mentions,mention,{}
17f695f2cdal0i1oozpti2yx0wz51,wiki_dexterity,mentions,mention,{}
17f695f2cdal0i1oozpti2yx0wz51,wiki_strength,mentions,mention,{}
17f698e7e0dl0i1op5tj0nigfcedar,17f69932567l0i1p1g57mgpbxaj4hw,mentions,mention,{}
17f698e7e0dl0i1op5tj0nigfcedar,wiki_creatures_and_enemies,mentions,mention,{}
17f698e7e0dl0i1op5tj0nigfcedar,wiki_scarlet_rot,mentions,mention,{}
17f698e7e0dl0i1op5tj0nigfcedar,wiki_dexterity,mentions,mention,{}
17f698e7e0dl0i1op5tj0nigfcedar,wiki_strength,mentions,mention,{}
17f69a1d79cl0i1opcz0k9omitov0n,wiki_crossbows,mentions,mention,{}
17f69a1d79cl0i1opcz0k9omitov0n,wiki_dexterity,mentions,mention,{}
17f69a1d79cl0i1opcz0k9omitov0n,wiki_strength,mentions,mention,{}
17f69832d19l0i1opiocf2s1b0z8f8,wiki_crossbows,mentions,mention,{}
17f69832d19l0i1opiocf2s1b0z8f8,wiki_dexterity,mentions,mention,{}
17f69832d19l0i1opiocf2s1b0z8f8,wiki_strength,mentions,mention,{}
17f69b95f86l0i1opjf3ra8xpdsovo,wiki_crossbows,mentions,mention,{}
17f69b95f86l0i1opjf3ra8xpdsovo,wiki_dexterity,mentions,mention,{}
17f69b95f86l0i1opjf3ra8xpdsovo,wiki_strength,mentions,mention,{}
17f69744d27l0i1opnrem0400k2gsd,wiki_crossbows,mentions,mention,{}
17f69744d27l0i1opnrem0400k2gsd,wiki_dexterity,mentions,mention,{}
17f69744d27l0i1opnrem0400k2gsd,wiki_strength,mentions,mention,{}
17f69ac9f84l0i1opqor2ybht92g9q,wiki_crossbows,mentions,mention,{}
17f69ac9f84l0i1opqor2ybht92g9q,wiki_dexterity,mentions,mention,{}
17f69ac9f84l0i1opqor2ybht92g9q,wiki_intelligence,mentions,mention,{}
17f69ac9f84l0i1opqor2ybht92g9q,wiki_strength,mentions,mention,{}
17f69d4ff4fl0i1oq3u3wuk37p9n8y,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69d4ff4fl0i1oq3u3wuk37p9n8y,17f69a36cf8l0i1uz6gmzy0dr777k,mentions,mention,{}
17f69d4ff4fl0i1oq3u3wuk37p9n8y,wiki_dexterity,mentions,mention,{}
17f69d4ff4fl0i1oq3u3wuk37p9n8y,wiki_intelligence,mentions,mention,{}
17f69d4ff4fl0i1oq3u3wuk37p9n8y,wiki_strength,mentions,mention,{}
17f697ea1a4l0i1oq4te6lr8su01zs,wiki_two_fingers,mentions,mention,{}
17f697ea1a4l0i1oq4te6lr8su01zs,wiki_crossbows,mentions,mention,{}
17f69d24aefl0i1oq9249e558exazo,wiki_crossbows,mentions,mention,{}
17f69d24aefl0i1oq9249e558exazo,wiki_dexterity,mentions,mention,{}
17f69d24aefl0i1oq9249e558exazo,wiki_strength,mentions,mention,{}
17f697d9a68l0i1oqeay5e8bb4oc3g,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f697d9a68l0i1oqeay5e8bb4oc3g,wiki_bloodhound_knight,mentions,mention,{}
17f697d9a68l0i1oqeay5e8bb4oc3g,wiki_dexterity,mentions,mention,{}
17f697d9a68l0i1oqeay5e8bb4oc3g,wiki_strength,mentions,mention,{}
17f69c95aedl0i1oqkej3b4sanu0ho,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69c95aedl0i1oqkej3b4sanu0ho,17f695c221bl0i1oti2aqelikacuj6,mentions,mention,{}
17f69c95aedl0i1oqkej3b4sanu0ho,wiki_dexterity,mentions,mention,{}
17f69c95aedl0i1oqkej3b4sanu0ho,wiki_strength,mentions,mention,{}
17f6959a5afl0i1oqpihevj06l1n6f,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f6959a5afl0i1oqpihevj06l1n6f,17f69bfa759l0i1uwfa0yrdvzcov1i,mentions,mention,{}
17f6959a5afl0i1oqpihevj06l1n6f,wiki_fire_damage,mentions,mention,{}
17f6959a5afl0i1oqpihevj06l1n6f,wiki_dexterity,mentions,mention,{}
17f6959a5afl0i1oqpihevj06l1n6f,wiki_strength,mentions,mention,{}
17f699cd816l0i1oqxnpfv24k6jntj,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f699cd816l0i1oqxnpfv24k6jntj,wiki_dexterity,mentions,mention,{}
17f699cd816l0i1oqxnpfv24k6jntj,wiki_strength,mentions,mention,{}
17f6951db06l0i1or16gi01imzlv6v,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f6951db06l0i1or16gi01imzlv6v,wiki_frostbite,mentions,mention,{}
17f6951db06l0i1or16gi01imzlv6v,wiki_dexterity,mentions,mention,{}
17f6951db06l0i1or16gi01imzlv6v,wiki_strength,mentions,mention,{}
17f69d7bd32l0i1or3zgprsj3kycze,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f69d7bd32l0i1or3zgprsj3kycze,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f69d7bd32l0i1or3zgprsj3kycze,wiki_dexterity,mentions,mention,{}
17f69d7bd32l0i1or3zgprsj3kycze,wiki_strength,mentions,mention,{}
17f695a31bbl0i1orafp8agcajnhoq,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f695a31bbl0i1orafp8agcajnhoq,17f6965c8c7l0i1p4ca48460ednlrf,mentions,mention,{}
17f695a31bbl0i1orafp8agcajnhoq,wiki_strength,mentions,mention,{}
17f695e77b1l0i1orcoyco0l9fpi6j,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f695e77b1l0i1orcoyco0l9fpi6j,wiki_dexterity,mentions,mention,{}
17f695e77b1l0i1orcoyco0l9fpi6j,wiki_strength,mentions,mention,{}
17f69ccaa4al0i1orhsuhv0ll0uko,wiki_armor,mentions,mention,{}
17f69ccaa4al0i1orhsuhv0ll0uko,wiki_dexterity,mentions,mention,{}
17f69ccaa4al0i1orhsuhv0ll0uko,wiki_strength,mentions,mention,{}
17f69cbbed5l0i1orz2seh3xldf6b,wiki_dexterity,mentions,mention,{}
17f69cbbed5l0i1orz2seh3xldf6b,wiki_strength,mentions,mention,{}
17f69d22df5l0i1os1vzj7jka683f,17f6965c8c7l0i1p4ca48460ednlrf,mentions,mention,{}
17f69d22df5l0i1os1vzj7jka683f,wiki_strength,mentions,mention,{}
17f69498ae3l0i1os4m19u5e478yu2,wiki_dexterity,mentions,mention,{}
17f69498ae3l0i1os4m19u5e478yu2,wiki_strength,mentions,mention,{}
17f69908917l0i1os577fp2a0c8n8w,wiki_fire_damage,mentions,mention,{}
17f69908917l0i1os577fp2a0c8n8w,wiki_dexterity,mentions,mention,{}
17f69908917l0i1os577fp2a0c8n8w,wiki_strength,mentions,mention,{}
17f694e2077l0i1osqjan4fnttniyc,wiki_dexterity,mentions,mention,{}
17f694e2077l0i1osqjan4fnttniyc,wiki_strength,mentions,mention,{}
17f695b60e8l0i1osrls9u8la9bek,wiki_builds,mentions,mention,{}
17f695b60e8l0i1osrls9u8la9bek,wiki_dexterity,mentions,mention,{}
17f695b60e8l0i1osrls9u8la9bek,wiki_intelligence,mentions,mention,{}
17f695b60e8l0i1osrls9u8la9bek,wiki_strength,mentions,mention,{}
17f695e8a95l0i1osvuh2s392bslgf,17f69498ae3l0i1os4m19u5e478yu2,mentions,mention,{}
17f695e8a95l0i1osvuh2s392bslgf,17f697b13fal0i2mt2gmldy864m2zj,mentions,mention,{}
17f695e8a95l0i1osvuh2s392bslgf,wiki_dexterity,mentions,mention,{}
17f6977fc1al0i1oswu20i8xjh9liqj,wiki_builds,mentions,mention,{}
17f6977fc1al0i1oswu20i8xjh9liqj,wiki_dexterity,mentions,mention,{}
17f6977fc1al0i1oswu20i8xjh9liqj,wiki_strength,mentions,mention,{}
17f69d7cf23l0i1osx8dg6r5dybhck,wiki_dexterity,mentions,mention,{}
17f69d7cf23l0i1osx8dg6r5dybhck,wiki_strength,mentions,mention,{}
17f69a28357l0i1otefec4u3qjtjve,17f69b43b78l0i1upyrupf0wna8q7a,mentions,mention,{}
17f69a28357l0i1otefec4u3qjtjve,wiki_dexterity,mentions,mention,{}
17f69a28357l0i1otefec4u3qjtjve,wiki_strength,mentions,mention,{}
17f695c221bl0i1oti2aqelikacuj6,wiki_armor,mentions,mention,{}
17f695c221bl0i1oti2aqelikacuj6,wiki_curved_swords,mentions,mention,{}
17f695c221bl0i1oti2aqelikacuj6,wiki_dexterity,mentions,mention,{}
17f695c221bl0i1oti2aqelikacuj6,wiki_strength,mentions,mention,{}
17f69913ab4l0i1otlpefqm0g08exp,17f69498ae3l0i1os4m19u5e478yu2,mentions,mention,{}
17f69913ab4l0i1otlpefqm0g08exp,wiki_dexterity,mentions,mention,{}
17f69913ab4l0i1otlpefqm0g08exp,wiki_strength,mentions,mention,{}
17f699693fbl0i1otqw0glcy3u6fp0k,wiki_dexterity,mentions,mention,{}
17f699693fbl0i1otqw0glcy3u6fp0k,wiki_strength,mentions,mention,{}
17f69ba85cal0i1ou17700c5cqef3i,wiki_slash_damage,mentions,mention,{}
17f69ba85cal0i1ou17700c5cqef3i,wiki_dexterity,mentions,mention,{}
17f69ba85cal0i1ou17700c5cqef3i,wiki_strength,mentions,mention,{}
17f69bb7d32l0i1ou85ft99zwecdel,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69bb7d32l0i1ou85ft99zwecdel,wiki_holy_damage,mentions,mention,{}
17f69bb7d32l0i1ou85ft99zwecdel,wiki_godwyn_the_golden,mentions,mention,{}
17f69bb7d32l0i1ou85ft99zwecdel,wiki_dexterity,mentions,mention,{}
17f6959f1adl0i1ou9x8vs08p3u09g,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f6959f1adl0i1ou9x8vs08p3u09g,wiki_dexterity,mentions,mention,{}
17f6959f1adl0i1ou9x8vs08p3u09g,wiki_parry_skill,mentions,mention,{}
17f6959f1adl0i1ou9x8vs08p3u09g,wiki_strength,mentions,mention,{}
17f69aa066dl0i1ouek4e8nmlybotp,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69d42419l0i1oujp0m1csaaqdanf,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69d42419l0i1oujp0m1csaaqdanf,wiki_weapons,mentions,mention,{}
17f69d42419l0i1oujp0m1csaaqdanf,wiki_dexterity,mentions,mention,{}
17f69d42419l0i1oujp0m1csaaqdanf,wiki_strength,mentions,mention,{}
17f695c23a5l0i1ourjc45t3ot8y0r,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f695c23a5l0i1ourjc45t3ot8y0r,wiki_magic_damage,mentions,mention,{}
17f695c23a5l0i1ourjc45t3ot8y0r,wiki_dexterity,mentions,mention,{}
17f695c23a5l0i1ourjc45t3ot8y0r,wiki_intelligence,mentions,mention,{}
17f695c23a5l0i1ourjc45t3ot8y0r,wiki_strength,mentions,mention,{}
17f69538376l0i1ouzstk2t2dod57i,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69538376l0i1ouzstk2t2dod57i,wiki_runes,mentions,mention,{}
17f69538376l0i1ouzstk2t2dod57i,wiki_dexterity,mentions,mention,{}
17f69756a35l0i1ov1vi3cb4201sxa,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69756a35l0i1ov1vi3cb4201sxa,wiki_dexterity,mentions,mention,{}
17f69756a35l0i1ov1vi3cb4201sxa,wiki_intelligence,mentions,mention,{}
17f69756a35l0i1ov1vi3cb4201sxa,wiki_strength,mentions,mention,{}
17f69d58e08l0i1ovazqw2hxmxgdc,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69d58e08l0i1ovazqw2hxmxgdc,wiki_scarlet_rot,mentions,mention,{}
17f69d58e08l0i1ovazqw2hxmxgdc,wiki_dexterity,mentions,mention,{}
17f69d58e08l0i1ovazqw2hxmxgdc,wiki_strength,mentions,mention,{}
17f6994d16cl0i1ovl2w2asf8hogd,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f6994d16cl0i1ovl2w2asf8hogd,wiki_dexterity,mentions,mention,{}
17f6994d16cl0i1ovl2w2asf8hogd,wiki_strength,mentions,mention,{}
17f69a01b63l0i1ovq80hzuqcz211pn,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69a01b63l0i1ovq80hzuqcz211pn,17f699b4949l0i1plb5z4sznm17g7p,mentions,mention,{}
17f69a01b63l0i1ovq80hzuqcz211pn,wiki_weapons,mentions,mention,{}
17f69a01b63l0i1ovq80hzuqcz211pn,wiki_dexterity,mentions,mention,{}
17f69a01b63l0i1ovq80hzuqcz211pn,wiki_strength,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,17f699b4949l0i1plb5z4sznm17g7p,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,wiki_builds,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,wiki_incantations,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,wiki_intelligence,mentions,mention,{}
17f6986cfc4l0i1ovvz1l7bcfxqjc9,wiki_strength,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,wiki_pierce_damage,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,wiki_weapons,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,wiki_dexterity,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,wiki_intelligence,mentions,mention,{}
17f69dba532l0i1ow5zn175dgtjn5d,wiki_strength,mentions,mention,{}
17f69c27224l0i1owfsl4rcc4fgbpe,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69c27224l0i1owfsl4rcc4fgbpe,wiki_dexterity,mentions,mention,{}
17f69c27224l0i1owfsl4rcc4fgbpe,wiki_strength,mentions,mention,{}
17f69619348l0i1owhkpnh4pq8aju,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69619348l0i1owhkpnh4pq8aju,wiki_holy_damage,mentions,mention,{}
17f69619348l0i1owhkpnh4pq8aju,wiki_dexterity,mentions,mention,{}
17f69619348l0i1owhkpnh4pq8aju,wiki_strength,mentions,mention,{}
17f69568512l0i1owirx8rozwu94e,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69568512l0i1owirx8rozwu94e,wiki_builds,mentions,mention,{}
17f69568512l0i1owirx8rozwu94e,wiki_strength,mentions,mention,{}
17f69822bd8l0i1owzfs8dkv6m0tk,17f6961de5dl0i1ox1mrfqv4sj0p5,mentions,mention,{}
17f69822bd8l0i1owzfs8dkv6m0tk,wiki_weapons,mentions,mention,{}
17f69822bd8l0i1owzfs8dkv6m0tk,wiki_dexterity,mentions,mention,{}
17f69822bd8l0i1owzfs8dkv6m0tk,wiki_fists,mentions,mention,{}
17f69822bd8l0i1owzfs8dkv6m0tk,wiki_strength,mentions,mention,{}
17f6961de5dl0i1ox1mrfqv4sj0p5,wiki_weapons,mentions,mention,{}
17f6961de5dl0i1ox1mrfqv4sj0p5,wiki_dexterity,mentions,mention,{}
17f6961de5dl0i1ox1mrfqv4sj0p5,wiki_fists,mentions,mention,{}
17f6961de5dl0i1ox1mrfqv4sj0p5,wiki_strength,mentions,mention,{}
17f69598b19l0i1ox85gn7f2sgqpad,wiki_fire_damage,mentions,mention,{}
17f69598b19l0i1ox85gn7f2sgqpad,wiki_dexterity,mentions,mention,{}
17f69598b19l0i1ox85gn7f2sgqpad,wiki_strength,mentions,mention,{}
17f69bdc512l0i1ox8z0tvmo6500lc,wiki_dexterity,mentions,mention,{}
17f69bdc512l0i1ox8z0tvmo6500lc,wiki_strength,mentions,mention,{}
17f6958d2a1l0i1oxak1ho6m56edgwi,wiki_dexterity,mentions,mention,{}
17f6958d2a1l0i1oxak1ho6m56edgwi,wiki_strength,mentions,mention,{}
17f699730a1l0i1oxo8gfllal3rur,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f699730a1l0i1oxo8gfllal3rur,wiki_dexterity,mentions,mention,{}
17f699730a1l0i1oxo8gfllal3rur,wiki_shields,mentions,mention,{}
17f699730a1l0i1oxo8gfllal3rur,wiki_strength,mentions,mention,{}
17f695cc915l0i1oxrft0i2enqepoe,17f697ea1d2l0i2or0eyxansf8mnh,mentions,mention,{}
17f695cc915l0i1oxrft0i2enqepoe,wiki_ensha,mentions,mention,{}
17f695cc915l0i1oxrft0i2enqepoe,wiki_dexterity,mentions,mention,{}
17f695cc915l0i1oxrft0i2enqepoe,wiki_fists,mentions,mention,{}
17f695cc915l0i1oxrft0i2enqepoe,wiki_shields,mentions,mention,{}
17f69de7e01l0i1oxypr2s4rzvhwnj,17f69d1c283l0i1pm7km9k4n9hesqp,mentions,mention,{}
17f69de7e01l0i1oxypr2s4rzvhwnj,wiki_holy_damage,mentions,mention,{}
17f69de7e01l0i1oxypr2s4rzvhwnj,wiki_weapons,mentions,mention,{}
17f69de7e01l0i1oxypr2s4rzvhwnj,wiki_two_fingers,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,17f697b13fal0i2mt2gmldy864m2zj,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,17f698b7d2fl0i1umtkf7cu5a21hdw,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,wiki_builds,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,wiki_lightning_damage,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,wiki_dexterity,mentions,mention,{}
17f69912ed2l0i1oxzumweqnzkb2tl,wiki_strength,mentions,mention,{}
17f69d96e43l0i1oy4z04zq0mvzanru,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f69d96e43l0i1oy4z04zq0mvzanru,wiki_dexterity,mentions,mention,{}
17f69d96e43l0i1oy4z04zq0mvzanru,wiki_strength,mentions,mention,{}
17f69552774l0i1oyd6lwf3vlq0nhn,17f69bdc512l0i1ox8z0tvmo6500lc,mentions,mention,{}
17f69552774l0i1oyd6lwf3vlq0nhn,wiki_dexterity,mentions,mention,{}
17f69552774l0i1oyd6lwf3vlq0nhn,wiki_strength,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,17f69d237f0l0i1uytr06ed4gz92qdj,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,wiki_magic_damage,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,wiki_dexterity,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,wiki_intelligence,mentions,mention,{}
17f695341ecl0i1oyf1mscsd2tuuid,wiki_strength,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,wiki_builds,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,wiki_magic_damage,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,wiki_dexterity,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,wiki_intelligence,mentions,mention,{}
17f6992e218l0i1oykgr0udpp09p3,wiki_strength,mentions,mention,{}
17f69930219l0i1oytgbre6o33dti,wiki_sorceries,mentions,mention,{}
17f69930219l0i1oytgbre6o33dti,wiki_intelligence,mentions,mention,{}
17f699946f4l0i1oz2nopkhsi7qz5p,17f69930219l0i1oytgbre6o33dti,mentions,mention,{}
17f699946f4l0i1oz2nopkhsi7qz5p,wiki_intelligence,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,17f69a078e0l0i1uwdp4xqjq6cpbxl,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,17f697e343bl0i1uznxx67p026exqf,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,wiki_dexterity,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,wiki_flails,mentions,mention,{}
17f69c119f0l0i1oz3m7cwvc1jqa6w,wiki_strength,mentions,mention,{}
17f69d7a8dcl0i1oz4x85o3hhhl069,17f69930219l0i1oytgbre6o33dti,mentions,mention,{}
17f69d7a8dcl0i1oz4x85o3hhhl069,wiki_sorceries,mentions,mention,{}
