node_id,node_type,name,description,raw_endpoint,extra_json,description_length,location_degree,drop_degree,name_length,has_image,in_degree,out_degree,betweenness,pagerank
17f696874a9l0i2mkds3uzk8ol689w,location,Village Of The Albinaurics,"The cursemongers have destroyed the Village of the Albinaurics, but perhaps their hope to reach the promised city is not yet lost",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696874a9l0i2mkds3uzk8ol689w.png"", ""region"": ""Liurnia of the Lakes""}",129,0,0,26,1,2,0,0.0,0.0006555583949984613
17f69a76b08l0i2mkixrtbvunct38,location,Abandoned Cave,Long time abandoned cave.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a76b08l0i2mkixrtbvunct38.png"", ""region"": ""Caelid""}",25,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69935509l0i2mkr8vjb9f4f94v,location,Caelem Ruins,A set of perpetually burning ruins in western Caelid. The Caelid Highway cuts through these ruins which are heavily guarded by mobile flamethrowers and swarming with burning reanimated corpses,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69935509l0i2mkr8vjb9f4f94v.png"", ""region"": ""Caelid""}",192,0,0,12,1,1,0,0.0,0.0005322042256741223
17f696635c6l0i2mkuc7ifimqdqkmw,location,Caelid Catacombs,A labyrinth of Scarlet Rot-soaked floors and tunnels.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696635c6l0i2mkuc7ifimqdqkmw.png"", ""region"": ""Caelid""}",53,0,0,16,1,1,0,0.0,0.000652572697552918
17f69759442l0i2mkz2ozy780lp1ia,location,Caelid Waypoint Ruins,"A set of ruins found in southwest Caelid, along the highway. Long abandoned, the ruins have become home to all manner of creatures that revel in the decay and putrefaction brought on by the scarlet rot",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69759442l0i2mkz2ozy780lp1ia.png"", ""region"": ""Caelid""}",201,0,0,21,1,2,0,0.0,0.0008099421074190815
17f699bc4c7l0i2ml02kvmdi9fv2a,location,Aeonia Swamp,"The Swamp of Aeonia is nestled in the center of the Caelid region. What were once flourishing plains filled with rich flora and fauna are now reduced to a cesspool of death and decay. A high concentration of the dreaded scarlet rot has mutated the very earth itself, twisting the creatures and plant life that once called this home.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699bc4c7l0i2ml02kvmdi9fv2a.png"", ""region"": ""Caelid""}",332,0,0,12,1,0,0,0.0,0.0005084358134138552
17f69a15b4al0i2ml8g7pe7tcjmzqk,location,Cathedral Of Dragon Communion (caelid),"The Cathedral of Dragon Communion has long been destroyed, but those who seek to commune with draconic power may yet access its power ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a15b4al0i2ml8g7pe7tcjmzqk.png"", ""region"": ""Caelid""}",134,0,0,38,1,0,0,0.0,0.0005084358134138552
17f69922e0fl0i2mlawpo9eps0kqe,location,Church Of The Plague,"A dilapidated church found in the cliffs east of Sellia, Town of Sorcery",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69922e0fl0i2mlawpo9eps0kqe.png"", ""region"": ""Caelid""}",72,0,0,20,1,1,0,0.0,0.0009408464658310438
17f69dbb012l0i2mlliso8pvrpw4an,location,Fort Gael,"A ruined fort in a ruined land, ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69dbb012l0i2mlliso8pvrpw4an.png"", ""region"": ""Caelid""}",32,0,0,9,1,0,0,0.0,0.0005084358134138552
17f69b4d520l0i2mln0ngtae6zndll,location,Gael Tunnel,"A set of tunnels found on the western edge of Caelid, along the border to Limgrave",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b4d520l0i2mln0ngtae6zndll.png"", ""region"": ""Caelid""}",82,0,0,11,1,1,0,0.0,0.000652572697552918
17f69a84cf2l0i2mlr7qukgvew5dt,location,Forsaken Ruins,The Forsaken Ruins consists of a group of broken buildings and abandoned campsites. It is located in Caelid and is gaurded by a Giant Crow,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a84cf2l0i2mlr7qukgvew5dt.png"", ""region"": ""Caelid""}",138,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69d11b53l0i2mlurz5othyaw2yn,location,Gaol Cave,Found at the west of Caelid.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d11b53l0i2mlurz5othyaw2yn.png"", ""region"": ""Caelid""}",28,0,0,9,1,1,0,0.0,0.0009408464658310438
17f6981d80cl0i2mlvehfutqz69f7c,location,Gowry's Shack,"A lone shack found below the eastern hills near Sellia, Town of Sorcery.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6981d80cl0i2mlvehfutqz69f7c.png"", ""region"": ""Caelid""}",72,0,0,13,1,1,0,0.0,0.0006495321838611279
17f69d11915l0i2mm7w192hcoirxvu,location,Minor Erdtree Catacombs,"Minor Erdtree Catacombs is a Location in Elden Ring. The Minor Erdtree Catacombs is found in Caelid, beneath the Minor Erdtree. Players can reach this location by traveling east from where the region meets with Limgrave and then looking for the entrance behind the tree, in the north.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d11915l0i2mm7w192hcoirxvu.png"", ""region"": ""Caelid""}",284,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69c84fbal0i2mmf3h8h45isx18a,location,Redmane Castle,A small castle that is heavily guarded at the castle's outskirts by Radahn Knights and Soldiers. The Redmane Castle serves as the gathering point for warriors alike who are wanting to participate in the Radahn Festival,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c84fbal0i2mmf3h8h45isx18a.png"", ""region"": ""Caelid""}",218,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69654a3dl0i2mmit9ec0mmxu749,location,Minor Erdtree (caelid),"The Minor Erdtree of Caelid, found in the northwest near the border to Limgrave.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69654a3dl0i2mmit9ec0mmxu749.png"", ""region"": ""Caelid""}",80,0,0,22,1,1,0,0.0,0.0005416981712921005
17f69e4cd2al0i2mmjf7o5gwy7nhbg,location,Sellia Crystal Tunnel,The crystal mining operation of Sellia is overseen by greedy and aggressive insectoids ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69e4cd2al0i2mmjf7o5gwy7nhbg.png"", ""region"": ""Caelid""}",87,0,0,21,1,3,0,0.0,0.0007814862657214256
17f69866cf7l0i2mmw8ziuo0llo4l8,location,Sellia Evergaol, Outside of Sellia Evergaol,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69866cf7l0i2mmw8ziuo0llo4l8.png"", ""region"": ""Dragonbarrow""}",27,0,0,15,1,0,0,0.0,0.0005084358134138552
17f69f5508fl0i2mmwfbgtc9rn3v1n,location,Sellia Gateway,"The gateway leading to Sellia, Town of Socrcery",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f5508fl0i2mmwfbgtc9rn3v1n.png"", ""region"": ""Caelid""}",47,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69f1cb3fl0i2mn4dwszk6ivxz2,location,"Sellia, Town Of Sorcery","A once-great town renowned for its study of the sorcerous arts. Now lying in ruin, the ghosts of its former scholars still roam the streets.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f1cb3fl0i2mn4dwszk6ivxz2.png"", ""region"": ""Caelid""}",140,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69d93dd7l0i2mn5cuabfm8gwktg,location,Smoldering Church,The Last Church in Limgrave before reaching Caelid,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d93dd7l0i2mn5cuabfm8gwktg.png"", ""region"": ""Limgrave""}",50,0,0,17,1,1,0,0.0,0.0006440554127969954
17f69ae9c57l0i2mn6m3td3uzlk5s5,location,Shack Of The Rotting,An old worn-down shack overlooking a long stretch of cliffs in western Caelid.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69ae9c57l0i2mn6m3td3uzlk5s5.png"", ""region"": ""Caelid""}",78,0,0,20,1,0,0,0.0,0.0005084358134138552
17f697a0d02l0i2mnesx1dup5pg1u9,location,Street Of Sages Ruins,"The sages of Caelid are no more, and their former district is now the dwelling of perfumers and their poisonous flowers ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f697a0d02l0i2mnesx1dup5pg1u9.png"", ""region"": ""Caelid""}",120,0,0,21,1,0,0,0.0,0.0005084358134138552
17f699e1038l0i2mnmh37d1nfbes3b,location,War-dead Catacombs,Catacombs for those who have died a glorious battle death,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699e1038l0i2mnmh37d1nfbes3b.png"", ""region"": ""Caelid""}",57,0,0,18,1,1,0,0.0,0.0007246411396224494
17f69625085l0i2mnshaufkjhe4gok,location,Capital Outskirts,"Capital Outskirts is a Location in Elden Ring. The Capital Outskirts sub-region lies in the Eastern area of the Altus Plateau and is the region just outside Leyndell, Royal Capital but still within the capital's outer walls. Beware of Skeletons rising from their graves and rocks flying out of the capital toward the battlegrounds when exploring the area.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69625085l0i2mnshaufkjhe4gok.png"", ""region"": ""Altus Pleateau""}",355,0,0,17,1,1,0,0.0,0.0009408464658310438
17f6993b974l0i2mnzpvp1ultcqrm,location,Altus Tunnel,The Altus tunnels were once used to supply the lands with quality crystals ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6993b974l0i2mnzpvp1ultcqrm.png"", ""region"": ""Altus Pleateau""}",75,0,0,12,1,0,0,0.0,0.0005084358134138552
17f697ef5f2l0i2mo0qi9n0ri0imyd,location,"Dominula, Windmill Village","Dominula, Windmill Village is a Location in Elden Ring. The Dominula, Windmill Village  is found in Altus Plateau. East of the ""Road of iniquity Side Path""sight of grace. Follow the main path southeast then bend east.  ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f697ef5f2l0i2mo0qi9n0ri0imyd.png"", ""region"": ""Altus Pleateau""}",219,0,0,26,1,0,0,0.0,0.0005084358134138552
17f69bbcfcal0i2mo7s8f4xhwr53ms,location,East Windmill Pasture,"East Pasture Outskirsts of Windmill Village. True to its name, it can be identified by the still-working windmill placed in the center of the pasture.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69bbcfcal0i2mo7s8f4xhwr53ms.png"", ""region"": ""Altus Pleateau""}",150,0,0,21,1,0,0,0.0,0.0005084358134138552
17f698e4311l0i2mo8fibxu670d50f,location,Golden Lineage Evergaol,An evergaol located on within the Altus Plateau.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698e4311l0i2mo8fibxu670d50f.png"", ""region"": ""Altus Pleateau""}",48,0,0,23,1,2,0,0.0,0.0013409576226554331
17f696d8354l0i2mogg6n9e7genjdc,location,Hermit Merchant's Shack,"Nestled on a cliff within the confines of the Royal Capital, this shack is home to a humble merchant, who has chosen a life of seclusion",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696d8354l0i2mogg6n9e7genjdc.png"", ""region"": ""Altus Pleateau""}",136,0,0,23,1,1,0,0.0,0.0007335176792661077
17f697f9642l0i2molzde5v6dex4io,location,Altus Tunnel,The Altus tunnels were once used to supply the lands with quality crystals ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f697f9642l0i2molzde5v6dex4io.png"", ""region"": ""Altus Pleateau""}",75,0,0,12,1,2,0,0.0,0.0009300799673001107
17f69a8e034l0i2moqhosmm855zzp,location,"Leyndell, Royal Capital","Leyndell, Royal Capital is a Location in Elden Ring. The Leyndell, Royal Capital region is only accessible to players who have gathered two Great Runes or by following Ranni the Witch quest line and defeating Fia's Champions near the Great Waterfall Crest Site of Grace in the Deeproot Depths, and has content for highly leveled gameplay. For a detailed walkthrough, please visit the walkthrough page for Leyndell, Royal Capital Legacy Dungeon here.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a8e034l0i2moqhosmm855zzp.png"", ""region"": ""Altus Pleateau""}",449,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69b88577l0i2moruy4cidw6hrmb,location,Lux Ruins,"Long forgotten ruins among golden trees, swarmed with demi-humans protecting the undergound chamber.",locations,"{""image"": null, ""region"": ""Altus Pleateau""}",100,0,0,9,0,0,0,0.0,0.0005084358134138552
17f697666c6l0i2mozt3d41gvlk4j8,location,Old Altus Tunnel,"An old mining site, still active to this day. Its tunnels echo with the grunts and groans of the commoners, tirelessly slaving away, grinding at the rich reservoir of crystals deep within",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f697666c6l0i2mozt3d41gvlk4j8.png"", ""region"": ""Altus Pleateau""}",187,0,0,16,1,0,0,0.0,0.0005084358134138552
17f698ef5fbl0i2mp1l1tslwuty9kl,location,Minor Erdtree Church,What's left of the Church of the Minor Erdtree,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698ef5fbl0i2mp1l1tslwuty9kl.png"", ""region"": ""Altus Pleateau""}",46,0,0,20,1,0,0,0.0,0.0005084358134138552
17f698984e2l0i2mpau822kzbjamiq,location,Sealed Tunnel,Not as small or abandoned as it looks.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698984e2l0i2mpau822kzbjamiq.png"", ""region"": ""Altus Pleateau""}",38,0,0,13,1,2,0,0.0,0.0011008909285607996
17f69b9d414l0i2mpdus3zy2at76rr,location,Stormcaller Church,A lonely church on a steppe,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b9d414l0i2mpdus3zy2at76rr.png"", ""region"": ""Altus Pleateau""}",27,0,0,18,1,0,0,0.0,0.0005084358134138552
17f6981f5f9l0i2mpl63u29r5fa3te,location,The Shaded Castle,"An abandoned and Decrepit castle found in the northern region between the Mt. Gelmir and the Altus Plateau regions. The castle is half sunken into a poisonous bog, with the air tinged yellow by the fumes.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6981f5f9l0i2mpl63u29r5fa3te.png"", ""region"": ""Altus Pleateau""}",204,0,0,17,1,2,0,0.0,0.001157051792039638
17f69af90afl0i2mpmxqabln2xz5gc,location,Woodfolk Ruins,"Woodfolk Ruins, guarded by Limgrave's creatures, can be found near the Minor Erdtree within Altus Plateau.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69af90afl0i2mpmxqabln2xz5gc.png"", ""region"": ""Altus Pleateau""}",106,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69b068c5l0i2mpzgw13xb7y8df,location,Corpse-stench Shack,A run-down shack amidst burning corpses past the site of a recent battle.,locations,"{""image"": null, ""region"": ""Altus Pleateau""}",73,0,0,19,0,0,0,0.0,0.0005084358134138552
17f69d9b8fel0i2mq0i7c25oc8ud27,location,Writheblood Ruins,"Writheblood ruins, with nearest minor erdtree in background",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d9b8fel0i2mq0i7c25oc8ud27.png"", ""region"": ""Altus Pleateau""}",59,0,0,17,1,0,0,0.0,0.0005084358134138552
17f69d1692bl0i2mq82mmh96k9rqih,location,Craftsman's Shack,A series of long-abandoned huts found directly south of the volcano,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d1692bl0i2mq82mmh96k9rqih.png"", ""region"": ""Altus Pleateau""}",67,0,0,17,1,0,0,0.0,0.0005084358134138552
17f69b3cf18l0i2mqdndclk0p7tmvv,location,Gelmir Hero's Grave,Large Catacombs housing an ancient hero of Mt. Gelmir.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b3cf18l0i2mqdndclk0p7tmvv.png"", ""region"": ""Altus Pleateau""}",54,0,0,19,1,1,0,0.0,0.0009408464658310438
17f69a0735el0i2mqkr50k38bz166b,location,Hermit's Shack,An abandoned shack along the western edge of Mt. Gelmir,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a0735el0i2mqkr50k38bz166b.png"", ""region"": ""Altus Pleateau""}",55,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69b78aa3l0i2mqmnrfo05lqjj3,location,Fort Laiedd,"Fort Laiedd is found on the western edge of Mt. Gelmir. A fort left broken, still occupied by those who won the battle",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b78aa3l0i2mqmnrfo05lqjj3.png"", ""region"": ""Altus Pleateau""}",118,0,0,11,1,0,0,0.0,0.0005084358134138552
17f69f41641l0i2mqtyu5zlb9bg8xc,location,Perfumer's Ruins,"A set of ruins found in Altus Plateau, far to the west and below Mt. Gelmir.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f41641l0i2mqtyu5zlb9bg8xc.png"", ""region"": ""Altus Pleateau""}",76,0,0,16,1,0,0,0.0,0.0005084358134138552
17f69630438l0i2mqvzhowrb84vyy,location,Hermit Village,A dilapidated village southeast of Mt. Gelmir. Now home to Demi-Humans.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69630438l0i2mqvzhowrb84vyy.png"", ""region"": ""Altus Pleateau""}",71,0,0,14,1,1,0,0.0,0.0011653091492671787
17f69a39644l0i2mr10gkkf9agp8m7,location,Sage's Cave,"Sage's Cave is a dark opening in the side of a mountain. Its dark depths are overrun by hostile undead, but those who brave it may find treasures beyond compare",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a39644l0i2mr10gkkf9agp8m7.png"", ""region"": ""Altus Pleateau""}",160,0,0,11,1,1,0,0.0,0.0006278801971821525
17f69a7a523l0i2mr4q3lyuakdiubr,location,Second Church Of Marika,Second of the four Churches of Marika where players can gather a Sacred Tear for their flask.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a7a523l0i2mr4q3lyuakdiubr.png"", ""region"": ""Altus Pleateau""}",93,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69c28019l0i2mrdirn1c1brqcqj,location,Unsightly Catacombs,"A burial grounds crawling with Misbegotten creatures found deep beneath the Perfumer's Ruins. Despite its decrepit state, the catacombs give off a trace of fragrant aromas juxtaposed by the scent of the ancient dead",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c28019l0i2mrdirn1c1brqcqj.png"", ""region"": ""Altus Pleateau""}",215,0,0,19,1,1,0,0.0,0.0006044254821473635
