node_id,node_type,name,description,source,metadata,community,centrality
17f69b005b3l0i1pnmcmlgow749t19,weapon,Warhawk's Talon,"Talon-swords are affixed to the legs of the Stormveil's warhawks, but this one has been repurposed for human use. The blade is thin and lightweight so as not to obstruct the hawk's mobility. Warhawk's Talon is a Straight Sword in Elden Ring. The Warhawk's Talon scales primarily with Strength and Dexterity and is a good Weapon for Dexterity builds.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b005b3l0i1pnmcmlgow749t19.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 101}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 42}, {""name"": ""Mag"", ""amount"": 28}, {""name"": ""Fire"", ""amount"": 28}, {""name"": ""Ligt"", ""amount"": 28}, {""name"": ""Holy"", ""amount"": 28}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 16}], ""category"": ""Straight Sword"", ""weight"": 3, ""Attack Phy 101 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 42 Mag 28 Fire 28 Ligt 28 Holy 28 Boost 30"", ""Scaling Str D Dex C"": ""Requires Str 10 Dex 16"", ""Straight Swords"": ""Standard / Pierce"", ""Spinning Slash"": ""FP 6 ( - 12)"", ""Wgt. 3"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Warhawk's+Talon""}",9,1.0646483676149023e-05
17f69d445cel0i1pnsmtteechmemmd,weapon,Rotten Crystal Sword,"Sword fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. Rotten Crystal Sword is a Straight Sword in Elden Ring. The Rotten Crystal Sword scales primarily with strength and intelligence, with a secondary scaling in dexterity.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d445cel0i1pnsmtteechmemmd.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 102}, {""name"": ""Mag"", ""amount"": 66}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 48}, {""name"": ""Mag"", ""amount"": 38}, {""name"": ""Fire"", ""amount"": 31}, {""name"": ""Ligt"", ""amount"": 31}, {""name"": ""Holy"", ""amount"": 31}, {""name"": ""Boost"", ""amount"": 33}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""E""}, {""name"": ""Int"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 13}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Int"", ""amount"": 15}], ""category"": ""Straight Sword"", ""weight"": 4.5, ""Attack Phy 102 Mag 66 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 48 Mag 38 Fire 31 Ligt 31 Holy 31 Boost 33"", ""Scaling Str D Dex E Int D"": ""Requires Str 13 Dex 10 Int 15"", ""Straight Sword"": ""Pierce"", ""Spinning Slash"": ""FP 6 (-12)"", ""Wgt. 4.5"": ""Passive (50)"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Rotten+Crystal+Sword""}",9,3.6776545775550245e-06
17f697a64ccl0i1pnuagdt1sfmx0pk,weapon,Lazuli Glintstone Sword,"A sword with a glintstone in its handguards. Wielded by scholars of the Lazuli Conspectus who seek to master Carian sorcery. Deals magic damage. Apparently once used as a staff of sorcery, this sword is made of wood. Lazuli Glintstone Sword is a Straight Sword in Elden Ring. The Lazuli Glintstone Sword scales primarily with Strength and Intelligence and is a good Weapon for Intelligence- based builds.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f697a64ccl0i1pnuagdt1sfmx0pk.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 79}, {""name"": ""Mag"", ""amount"": 94}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 30}, {""name"": ""Mag"", ""amount"": 55}, {""name"": ""Fire"", ""amount"": 25}, {""name"": ""Ligt"", ""amount"": 25}, {""name"": ""Holy"", ""amount"": 25}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 8}], ""category"": ""Straight Sword"", ""weight"": 3.5, ""Attack Phy 79 Mag 94 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 30 Mag 55 Fire 25 Ligt 25 Holy 25 Boost 30"", ""Scaling Str D Dex E Int D"": ""Requires Str 8 Dex 9 Int 13"", ""Straight Sword"": ""Standard / Pierce"", ""Glintstone Pebble"": ""FP 8"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Lazuli+Glintstone+Sword""}",9,6.105305026224173e-05
17f69747395l0i1po2ze4jsp35ms3t,weapon,Estoc,"Large piercing sword with a long, hard bladed edge which is also capable of slashing attacks. For its large size, it can be wirleded rather nimbly, leaving little opportunity for the enemy to counter. Estoc is a Thrusting Sword in Elden Ring. The Estoc scales primarily with Strength and Dexterity is a good Weapon for dealing melee piercing damage and slashing attacks.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69747395l0i1po2ze4jsp35ms3t.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 107}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 54}, {""name"": ""Mag"", ""amount"": 36}, {""name"": ""Fire"", ""amount"": 36}, {""name"": ""Ligt"", ""amount"": 36}, {""name"": ""Holy"", ""amount"": 36}, {""name"": ""Boost"", ""amount"": 24}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 11}, {""name"": ""Dex"", ""amount"": 13}], ""category"": ""Thrusting Sword"", ""weight"": 4.5, ""Attack Phy 107 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 54 Mag 36 Fire 36 Ligt 36 Holy 36 Boost 24"", ""Scaling Str E Dex C"": ""Requires Str 11 Dex 13"", ""Thrusting Sword"": ""Standard / Pierce"", ""Impaling Thrust"": ""FP 14"", ""Wgt. 4.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Estoc""}",9,9.49008338935818e-07
17f69c6c09el0i1poegki2ecno2vw,weapon,Rapier,"A piercing sword with a sharp, slender blade. In addition to this weapon's thrusting attack prowess, it also boasts the ability to be used while guarding with a shield. As one of the smaller piercing swords, quick successive thrust area easy to perform, but without a cutting edge, it cannot be used for slashing attacks. Rapier is a Thrusting Sword in Elden Ring. The Rapier scales primarily with Strength and Dexterity, and is a good Weapon for mobility during combat. This sword is lightweight, but sharp.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69c6c09el0i1poegki2ecno2vw.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 96}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 130}], ""defence"": [{""name"": ""Phy"", ""amount"": 45}, {""name"": ""Mag"", ""amount"": 30}, {""name"": ""Fire"", ""amount"": 30}, {""name"": ""Ligt"", ""amount"": 30}, {""name"": ""Holy"", ""amount"": 30}, {""name"": ""Boost"", ""amount"": 20}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 7}, {""name"": ""Dex"", ""amount"": 12}], ""category"": ""Thrusting Sword"", ""weight"": 2.5, ""Attack Phy 96 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 130"": ""Guard Phy 45 Mag 30 Fire 30 Ligt 30 Holy 30 Boost 20"", ""Scaling Str E Dex C"": ""Requires Str 7 Dex 12"", ""Thrusting Sword"": ""Standard/Pierce"", ""Impaling Thrust"": ""FP 14"", ""Wgt. 2.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Rapier""}",9,0.0007780432467192836
17f6990b8f9l0i1poeub82lv32r18o,weapon,Cleanrot Knight's Sword,"Piercing sword of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella. Mainly used as a backup weapon, in combination with a long- handled armament. Cleanrot Knight's Sword is the longest Thrusting Sword in Elden Ring despite appearing shorter than the Estoc. Cleanrot Knight's Sword scales primarily with Strength and Dexterity, but in the long run scales higher with Strength rather than Dexterity. Overall, it is a good Weapon for those who want to wield it.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f6990b8f9l0i1poeub82lv32r18o.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 109}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 51}, {""name"": ""Mag"", ""amount"": 34}, {""name"": ""Fire"", ""amount"": 34}, {""name"": ""Ligt"", ""amount"": 34}, {""name"": ""Holy"", ""amount"": 34}, {""name"": ""Boost"", ""amount"": 23}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 13}, {""name"": ""Dex"", ""amount"": 11}], ""category"": ""Thrusting Sword"", ""weight"": 4, ""Attack Phy 109 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 51 Mag 34 Fire 34 Ligt 34 Holy 34 Boost 23"", ""Scaling Str D Dex D"": ""Requires Str 11 Dex 13"", ""Thrusting Sword"": ""Standard / Pierce"", ""Impaling Thrust"": ""FP 9"", ""Wgt. 4"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Cleanrot+Knight's+Sword""}",9,0.00084208647328861
17f69d58854l0i1pom1ferfthsgsd,weapon,Rogier's Rapier,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks. Rogier's Rapier is a Thrusting Sword in Elden Ring. Rogier's Rapier scales primarily with Strength and Dexterity and is a versatile sparring Weapon for landing quick empowered hits.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d58854l0i1pom1ferfthsgsd.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 93}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 110}], ""defence"": [{""name"": ""Phy"", ""amount"": 49}, {""name"": ""Mag"", ""amount"": 33}, {""name"": ""Fire"", ""amount"": 33}, {""name"": ""Ligt"", ""amount"": 33}, {""name"": ""Holy"", ""amount"": 33}, {""name"": ""Boost"", ""amount"": 22}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 8}, {""name"": ""Dex"", ""amount"": 17}], ""category"": ""Thrusting Sword"", ""weight"": 3.5, ""Attack Phy 93 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 110"": ""Guard Phy 49 Mag 33 Fire 33 Ligt 33 Holy 33 Boost 22"", ""Scaling Str E Dex C"": ""Requires Str 8 Dex 17"", ""Thrusting Sword"": ""Standard / Pierce"", ""Repeating Thrust"": ""FP 10"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Rogier's+Rapier""}",9,0.00023685357965046324
17f697b4c08l0i1pomqr1pxcel70uf,weapon,Antspur Rapier,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess. Antspur Rapier is a Thrusting Sword in Elden Ring. The Antspur Rapier scales primarily with Strength and Dexterity and is a good Weapon for inflicting addition scarlet rot buildup in addition to Physical Damage. With Impaling Thrust, users can also pierce through enemy's guards, giving the user an advantage in combat.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f697b4c08l0i1pomqr1pxcel70uf.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 98}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 47}, {""name"": ""Mag"", ""amount"": 31}, {""name"": ""Fire"", ""amount"": 31}, {""name"": ""Ligt"", ""amount"": 31}, {""name"": ""Holy"", ""amount"": 31}, {""name"": ""Boost"", ""amount"": 21}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 20}], ""category"": ""Thrusting Sword"", ""weight"": 3, ""Attack Phy 98 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 47 Mag 31 Fire 31 Ligt 31 Holy 31 Boost 21"", ""Scaling Str D Dex D"": ""Requires Str 10 Dex 20"", ""Thrusting Sword"": ""Standard/Pierce"", ""Impaling Thrust"": ""FP 14"", ""Wgt. 3.0"": ""Passive(55)"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Antspur+Rapier""}",9,0.0018831911344120815
17f69a8a231l0i1potleffsoj8ycfb,weapon,Frozen Needle,"A razor-thin piercing blade of ice. Forged by Ijii, the carian Royal Blackmith. Can inflict frost upon enemies, and launch its blade with a strong attack. The blade immediately regenerates. Frozen Needle is a Thrusting Sword in Elden Ring. The Frozen Needle scales primarily with Strength and Dexterity and is a good Weapon for inflicting frost on enemies.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69a8a231l0i1potleffsoj8ycfb.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 99}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 40}, {""name"": ""Mag"", ""amount"": 40}, {""name"": ""Fire"", ""amount"": 28}, {""name"": ""Ligt"", ""amount"": 28}, {""name"": ""Holy"", ""amount"": 28}, {""name"": ""Boost"", ""amount"": 20}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 11}, {""name"": ""Dex"", ""amount"": 18}], ""category"": ""Thrusting Sword"", ""weight"": 2.5, ""Attack Phy 99 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 40 Mag 40 Fire 28 Ligt 28 Holy 28 Boost 20"", ""Scaling Str E Dex D"": ""Requires Str 11 Dex 18"", ""Thrusting Sword"": ""Standard/Pierce"", ""Impaling Thrust"": ""FP 14"", ""Wgt. 2.5"": ""Passive (60)"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Frozen+Needle""}",9,0.0
17f6999d8b5l0i1pp5phyiipgx4eoi,weapon,Noble's Estoc,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum. Noble's Estoc is a Thrusting Sword in Elden Ring. The Noble's Estoc scales primarily with Strength and Dexterity and is a good Weapon for easy use or for selling. It comes with the skill, Impaling Thrust that allows its pierce to overcome enemy shields.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f6999d8b5l0i1pp5phyiipgx4eoi.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 104}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 49}, {""name"": ""Mag"", ""amount"": 33}, {""name"": ""Fire"", ""amount"": 33}, {""name"": ""Ligt"", ""amount"": 33}, {""name"": ""Holy"", ""amount"": 33}, {""name"": ""Boost"", ""amount"": 22}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 9}, {""name"": ""Dex"", ""amount"": 10}], ""category"": ""Thrusting Sword"", ""weight"": 3.5, ""Attack Phy 104 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 49 Mag 33 Fire 33 Ligt 33 Holy 33 Boost 22"", ""Scaling Str D Dex D"": ""Requires Str 9 Dex 10"", ""Thrusting Sword"": ""Standard/Pierce"", ""Impaling Thrust"": ""FP 9"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Noble's+Estoc""}",9,0.0
17f69c23d73l0i1ppcoi0x9lzm1frn,weapon,Steel-wire Torch,"Torch wound with metal wire. The flame can illuminate dark locales, or be used to attack enemies. Heavier than a normal torch, but the heated filament boosts fire damage dealt. Steel-Wire Torch is a Torch in Elden Ring. The Steel-Wire Torch scales primarily with Strength and Dexterity and is a good Weapon for illuminate dark locales, or to attack enemies.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69c23d73l0i1ppcoi0x9lzm1frn.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 61}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 109}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 25}, {""name"": ""Mag"", ""amount"": 18}, {""name"": ""Fire"", ""amount"": 30}, {""name"": ""Ligt"", ""amount"": 18}, {""name"": ""Holy"", ""amount"": 17}, {""name"": ""Boost"", ""amount"": 19}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 8}], ""category"": ""Torch"", ""weight"": 3, ""Attack Phy 61 Mag 0 Fire 109 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 25 Mag 18 Fire 30 Ligt 18 Holy 18 Boost 19"", ""Scaling Str D Dex C"": ""Requires Str 10 Dex 8"", ""2.5"": ""Strike"", ""Firebreather"": ""FP 8"", ""Wgt. 3.0"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Steel-Wire+Torch""}",9,0.0003283614700479741
17f69762fd7l0i1ppfr1nudb4uz853,weapon,St. Trina's Torch,"Candlestand torch that burns with a light-purple flame. The carvings depict St. Trina, but in adult form, somewhat unnervingly. The light-purple flame induces sleep.",api,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69762fd7l0i1ppfr1nudb4uz853.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 51}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 91}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 25}, {""name"": ""Mag"", ""amount"": 15}, {""name"": ""Fire"", ""amount"": 40}, {""name"": ""Ligt"", ""amount"": 15}, {""name"": ""Holy"", ""amount"": 15}, {""name"": ""Boost"", ""amount"": 20}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Fai"", ""amount"": 14}], ""category"": ""Torch"", ""weight"": 3}",66,5.94319419156977e-06
17f69ca18e3l0i1pplg1qd5hx85vfgj,weapon,Ghostflame Torch,"Metal torch that burns with cold ghostflame. Tool of the Fallen Hawks who prowl the underground rivers. When the band's last embers were used up in their long search, they began to burn the bones of their fellows, acquiring the cold ghostflame, but sealing their fate as dwellers of the underground for all eternity. Ghostflame Torch is a Torches in Elden Ring. The Ghostflame Torch scales primarily with Dexterity and is a good Weapon for illuminating dark areas and for inflicting physical and magic damage.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69ca18e3l0i1pplg1qd5hx85vfgj.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 50}, {""name"": ""Mag"", ""amount"": 90}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 21}, {""name"": ""Mag"", ""amount"": 42}, {""name"": ""Fire"", ""amount"": 13}, {""name"": ""Ligt"", ""amount"": 13}, {""name"": ""Holy"", ""amount"": 13}, {""name"": ""Boost"", ""amount"": 19}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""E""}, {""name"": ""Int"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Int"", ""amount"": 14}], ""category"": ""Torch"", ""weight"": 2.5, ""Attack Phy 50 Mag 90 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 21 Mag 42 Fire 13 Ligt 13 Holy 13 Boost 19"", ""Scaling Str E Dex E Int D"": ""Requires Str 10 Dex 10 Int 14"", ""Torch"": ""Strike"", ""Torch Attack"": ""FP -"", ""Wgt. 2.5"": ""Passive (65)"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Ghostflame+Torch""}",9,7.63695587750522e-05
